time,open,high,low,close,Basis,Upper,Lower,VWAP,Volume,Volume MA,TRIX,ATR
2018-02-19T00:00:00Z,911,956.22,906.04,938.11,887.1245,1084.193973,690.0550272,933.4566667,80099.49534,196714.0313,-14.30100151,95.87713942
2018-02-20T00:00:00Z,939.17,961,873,882.99,875.0335,1039.216774,710.8502262,905.6633333,120056.675,197698.2631,-15.31386864,95.12693567
2018-02-21T00:00:00Z,882.99,908.88,812.87,835.89,864.731,1010.561272,718.9007283,852.5466667,176200.5515,196340.5262,-16.7334817,95.21103703
2018-02-22T00:00:00Z,836.35,871.96,786.6,801.49,858.6905,1004.490241,712.8907591,820.0166667,137561.8511,184349.8573,-18.76673652,94.27284303
2018-02-23T00:00:00Z,801.47,885,785.99,851.6,852.7205,989.1110097,716.3299903,840.8633333,154507.4134,184073.3339,-20.66257979,94.72400084
2018-02-24T00:00:00Z,851.59,875,805,833.94,853.2395,989.2607049,717.2182951,837.98,89311.5794,179216.6113,-22.57151158,92.36933409
2018-02-25T00:00:00Z,833.92,849.5,813.18,841.19,860.403,976.5955726,744.2104274,834.6233333,59431.26474,163912.8304,-24.34721867,87.03130227
2018-02-26T00:00:00Z,841.46,882,833,867.98,864.8395,974.9135846,754.7654154,860.9933333,74911.4656,135211.1826,-25.68714971,83.40927348
2018-02-27T00:00:00Z,867.98,897.49,860.69,870.11,870.645,968.266542,773.023458,876.0966667,63487.68425,120565.3947,-26.62682307,78.97029506
2018-02-28T00:00:00Z,871.84,891,850.3,853.5,874.237,963.4192839,785.0547161,864.9333333,53620.45209,122720.6042,-27.38960224,75.32550505
2018-03-01T00:00:00Z,853.5,879.96,848.65,870.63,873.955,963.1454543,784.7645457,866.4133333,43785.00503,120136.5995,-27.80661168,71.13355219
2018-03-02T00:00:00Z,870.63,876.22,850,856.28,874.2115,963.1673401,785.2556599,860.8333333,39436.26006,111368.3804,-28.07645248,66.85607103
2018-03-03T00:00:00Z,856.27,870.78,852.3,856.02,876.563,960.862707,792.263293,859.7,34170.2942,103610.7247,-28.2087888,62.24882617
2018-03-04T00:00:00Z,856.51,868,836.24,866.66,876.563,960.862707,792.263293,856.9666667,29439.58002,97903.35714,-28.10483476,59.34512844
2018-03-05T00:00:00Z,866.61,871.75,847.2,849.84,876.9765,960.6644825,793.2885175,856.2633333,30567.79813,93916.45028,-27.97354787,56.03130668
2018-03-06T00:00:00Z,849.81,853.18,803.01,813.11,871.6775,957.423855,785.931145,823.1,48658.06883,88832.21094,-28.18285649,55.473087
2018-03-07T00:00:00Z,813.31,826.2,718.4,749.9,862.945,960.1780336,765.7119664,764.8333333,109013.2838,86500.98587,-29.31381589,60.45660252
2018-03-08T00:00:00Z,749.02,772.07,684,695.46,850.7845,966.2234089,735.3455911,717.1766667,76312.77819,84539.6166,-31.72428022,63.0864499
2018-03-09T00:00:00Z,695.48,727.92,640,723.71,838.4705,952.9571751,723.9838249,697.21,116545.373,84862.33345,-34.64960033,65.45154991
2018-03-10T00:00:00Z,723.65,745,673.06,680.58,826.9495,955.4409057,698.4580943,699.5466667,63012.67972,80006.47767,-38.38254966,66.06949754
2018-03-11T00:00:00Z,680.58,735,659.15,720.85,816.0865,941.8565747,690.3164253,705,73967.35869,79699.87084,-42.08878879,67.00097396
2018-03-12T00:00:00Z,721,740.5,676.31,697.11,806.7925,938.7336376,674.8513624,704.64,67732.85988,77083.68008,-45.93372138,66.73326216
2018-03-13T00:00:00Z,696.52,713.76,680,689.94,799.495,940.0546607,658.9353393,694.5666667,55735.18315,71060.41167,-49.83302295,63.59295148
2018-03-14T00:00:00Z,690.16,703.54,585,610.1,789.9255,952.9102051,626.9407949,632.88,89904.25415,68677.53182,-54.69254028,68.82600372
2018-03-15T00:00:00Z,610.1,621.12,570,608.83,777.787,956.0368488,599.5371512,599.9833333,94426.72453,65673.49737,-60.11014391,67.13971765
2018-03-16T00:00:00Z,608.83,625.3,584.15,599.05,766.0425,958.3444153,573.7405847,602.8333333,64720.20994,64443.9289,-65.89099119,64.66450644
2018-03-17T00:00:00Z,599.03,609.26,544,546.95,751.3305,962.4824127,540.1785873,566.7366667,68022.4592,64873.48862,-72.52262072,64.72122012
2018-03-18T00:00:00Z,547.98,560,450,537,734.7815,958.2893166,511.2736834,515.6666667,248817.226,73568.77664,-79.711319,69.03348487
2018-03-19T00:00:00Z,537.39,560,515.8,556.88,719.12,946.3679745,491.8720255,544.2266667,184798.7706,79634.33096,-86.74653241,66.66839107
2018-03-20T00:00:00Z,556.88,567.87,515,557,704.295,933.2218473,475.3681527,546.6233333,135424.9432,83724.55552,-93.41199391,65.35425859
2018-03-21T00:00:00Z,557,590.52,545.11,559.17,688.722,912.5885111,464.8554889,564.9333333,117019.1732,87386.26393,-99.51946628,63.45480539
2018-03-22T00:00:00Z,559.15,578.6,516,539.92,672.904,891.830126,453.977874,544.84,111106.1992,90969.76088,-105.2746914,63.37339535
2018-03-23T00:00:00Z,539.78,544.72,506.71,543.03,657.2545,866.0993672,448.4096328,531.4866667,106400.9183,94581.29209,-110.4818136,60.95783389
2018-03-24T00:00:00Z,543.2,545.99,518.63,520.22,639.9325,833.3272516,446.5377484,528.28,87710.78945,97494.85256,-115.4255568,57.75804019
2018-03-25T00:00:00Z,521.17,536,512,523.74,623.6275,797.483836,449.771164,523.9133333,71903.1713,99561.62122,-119.8902881,54.54298874
2018-03-26T00:00:00Z,523.95,527.67,465.56,485,607.222,767.883934,446.560066,492.7433333,151057.2294,104681.5792,-124.4467348,55.26365648
2018-03-27T00:00:00Z,485,491.55,446,448.5,592.152,752.9965515,431.3074485,462.0166667,138188.7604,106140.3531,-129.5233627,54.33854634
2018-03-28T00:00:00Z,448.5,466,440.14,446.67,579.7125,745.0923627,414.3326373,450.9366667,89895.47885,106819.4881,-134.7793168,51.62630383
2018-03-29T00:00:00Z,446.07,449.43,380,384,562.727,735.093153,390.360847,404.4766667,225341.9432,112259.3166,-141.2236481,53.32189394
2018-03-30T00:00:00Z,383.87,412.04,366,392.43,548.3195,726.9311854,369.7078146,390.1566667,292254.7944,123721.4224,-148.0743261,52.62838023
2018-03-31T00:00:00Z,392.4,419.4,388.52,393.92,531.973,704.1583314,359.7876686,400.6133333,167833.594,128414.7341,-154.8907318,50.55710592
2018-04-01T00:00:00Z,393.93,399.91,356.9,378.58,516.0465,683.0345579,349.0584421,378.4633333,150493.9942,132552.7908,-161.7173701,49.83833393
2018-04-02T00:00:00Z,378.58,394.87,375,385.05,500.802,656.8137275,344.7902725,384.9733333,113242.1419,135428.1388,-168.0915406,46.98420689
2018-04-03T00:00:00Z,385,419.08,380.13,415.01,491.0475,642.8430892,339.2519108,404.74,137897.5557,137827.8038,-173.1756921,46.21904433
2018-04-04T00:00:00Z,415,416.5,370,378.16,479.514,628.7922251,330.2357749,388.22,140598.3967,140136.3875,-177.8284985,46.24580201
2018-04-05T00:00:00Z,378.15,387.03,365.61,381.22,468.6225,613.1356843,324.1093157,377.9533333,120314.0588,142916.0799,-181.8200343,43.88143992
2018-04-06T00:00:00Z,381.56,385.91,362.54,368.89,459.7195,605.7649781,313.6740219,372.4466667,74458.69141,143237.8915,-185.3470451,41.92796945
2018-04-07T00:00:00Z,368.89,394.75,368.28,384.51,452.095,597.1246118,307.0653882,382.5133333,71463.42848,134370.2016,-187.9217794,40.45578188
2018-04-08T00:00:00Z,384.51,404.05,384,400.4,444.271,582.5722066,305.9697934,396.15,57395.52936,128000.0396,-189.2134757,38.51237408
2018-04-09T00:00:00Z,400.4,431.99,387.1,399.44,436.393,565.773719,307.012281,406.1766667,151653.5041,128811.4676,-189.3792819,39.11976703
2018-04-10T00:00:00Z,399.25,418.68,391.4,416.07,429.238,545.8671596,312.6088404,408.7166667,81394.29605,127030.2238,-188.1910398,37.99217017
2018-04-11T00:00:00Z,415.53,433.54,410.38,429.52,423.718,528.7436833,318.6923167,424.48,86706.68627,125810.2481,-185.592831,36.57958253
2018-04-12T00:00:00Z,429.9,499,412.88,495.67,421.35,517.2474027,325.4525973,469.1833333,249766.3832,132978.5214,-180.6188642,41.29771753
2018-04-13T00:00:00Z,494.3,530,480.22,495.11,420.0945,511.3252999,328.8637001,501.7766667,251752.0878,141180.5863,-173.8658255,42.10555396
2018-04-14T00:00:00Z,494.69,515,485.58,502.68,419.0415,505.841377,332.241623,501.0866667,121283.3338,143649.5944,-165.685968,40.89740596
2018-04-15T00:00:00Z,502.68,535,502.51,533.88,421.4855,517.8068246,325.1641754,523.7966667,108736.979,141533.5819,-155.9945052,40.09670063
2018-04-16T00:00:00Z,533.88,538,497.31,511.46,424.6335,528.1288306,321.1381694,515.59,130359.5255,141142.1201,-145.6663148,40.15320533
2018-04-17T00:00:00Z,512.09,521.2,500.02,502.56,427.428,536.0439884,318.8120116,507.9266667,96541.96382,141474.4444,-135.1555475,38.3462334
2018-04-18T00:00:00Z,502.56,526.99,501.12,526.09,434.5325,549.2721055,319.7928945,518.0666667,73161.95251,133865.4448,-124.2653849,37.15802069
2018-04-19T00:00:00Z,526.49,571.61,521.03,568.14,443.318,570.093809,316.542191,553.5933333,112235.7733,124864.4938,-112.6001481,38.43630443
2018-04-20T00:00:00Z,568.14,622.17,556.5,617.09,454.4765,599.8221789,309.1308211,598.5866667,160209.0395,124483.2661,-99.84692943,41.02998973
2018-04-21T00:00:00Z,616.8,624.5,570.23,604.87,465.791,620.6615264,310.9204736,599.8666667,159364.9535,124926.814,-86.69943609,42.29094309
2018-04-22T00:00:00Z,604.87,643.49,589,620.92,477.5845,641.7116242,313.4573758,617.8033333,120127.3728,125271.0756,-73.29384833,43.45275803
2018-04-23T00:00:00Z,620.67,649.11,618.02,645.09,489.0885,665.8279968,312.3490032,637.4066667,77475.70793,122249.9832,-59.64553203,42.2753525
2018-04-24T00:00:00Z,644.58,712.99,643.76,701.58,505.2595,696.9893773,313.5296227,686.11,171437.6697,123791.9468,-45.38857259,44.84246179
2018-04-25T00:00:00Z,701.16,703.3,593.83,618,517.0985,705.9492949,328.2477051,638.3766667,341439.5043,134848.2191,-32.10068438,50.99746543
2018-04-26T00:00:00Z,617.73,666.19,600,661.51,531.7295,717.7029993,345.7560007,642.5666667,155754.0082,138912.985,-19.25368423,52.44437348
2018-04-27T00:00:00Z,661.51,686.82,635.73,643.46,544.677,723.7792505,365.5747495,655.3366667,134803.4839,142079.9877,-7.282953666,52.31538553
2018-04-28T00:00:00Z,643.41,694.9,638.76,682.86,558.8,734.6849549,382.9150451,672.1733333,113128.3634,144866.6294,4.253400246,52.67963453
2018-04-29T00:00:00Z,683.5,700.49,665.28,690.85,573.3705,742.1740487,404.5669513,685.54,110020.2387,142784.9662,15.27087205,51.01585981
2018-04-30T00:00:00Z,690.85,695.3,662.2,670.78,586.106,743.5699606,428.6420394,676.0933333,112494.9172,144339.9972,25.35541833,49.30958745
2018-05-01T00:00:00Z,670.78,675.6,627.58,672,598.23,742.3780286,454.0819714,658.3933333,133123.6668,146660.8462,34.48581683,49.1867696
2018-05-02T00:00:00Z,671.99,691.99,663,688.56,607.8745,749.0650794,466.6839206,681.1833333,86185.5033,138481.8022,42.85737391,47.26326773
2018-05-03T00:00:00Z,688.55,792.08,685.39,779,622.069,771.8770947,472.2609053,752.1566667,229419.209,137365.1583,51.48260197,52.92295652
2018-05-04T00:00:00Z,779,810,756.91,785.99,636.2345,791.6793193,480.7896807,784.3,179924.4022,140297.2117,60.10860279,52.93886542
2018-05-05T00:00:00Z,785.8,832.66,781.56,819.5,650.5155,817.7556387,483.2753613,811.24,128631.1876,141291.9222,68.82408873,52.76373538
2018-05-06T00:00:00Z,819.5,839.99,752.49,794.3,664.6575,830.2980427,499.0169573,795.5933333,166871.16,143117.5039,77.05449498,56.07195106
2018-05-07T00:00:00Z,794.3,799.14,701,752.49,677.154,829.1406081,525.1673919,750.8766667,284237.0633,152502.2589,84.18222823,60.07843191
2018-05-08T00:00:00Z,753,777,720.02,748.99,688.299,826.3971561,550.2008439,748.67,135106.1962,155599.471,90.19865568,59.78334316
2018-05-09T00:00:00Z,748.99,760.74,710.26,751.75,697.4795,826.5203587,568.4386413,740.9166667,112353.3776,155605.3513,95.19255236,58.89731048
2018-05-10T00:00:00Z,752.4,769.88,720,722.52,702.751,826.7401098,578.7618902,737.4666667,102019.2993,152695.8642,98.8770509,58.038519
2018-05-11T00:00:00Z,722.52,737.23,663,676.96,706.3555,822.709386,590.001614,692.3966667,216953.5499,155575.2941,100.8498171,59.58056481
2018-05-12T00:00:00Z,676.96,690.2,633.2,684.11,709.515,819.6849802,599.3450198,669.17,166801.0749,157908.9792,101.5081874,59.33479673
2018-05-13T00:00:00Z,684.56,742,666.31,729.08,713.7145,820.0786061,607.3503939,712.4633333,136022.3921,160836.3134,101.6385691,60.89243514
2018-05-14T00:00:00Z,729.08,743.9,686,727.49,715.01,821.382522,608.637478,719.13,183466.9224,161437.776,101.2679238,60.60744132
2018-05-15T00:00:00Z,727.49,740,695,704.91,719.3555,816.1945104,622.5164896,713.3033333,127191.2186,150725.3617,100.1757988,59.12101833
2018-05-16T00:00:00Z,704.91,712.84,673.52,706.29,721.5945,814.9896955,628.1993045,697.55,118902.439,148882.7833,98.50751235,57.23520706
2018-05-17T00:00:00Z,706.8,719.25,662,667.62,722.8025,812.682836,632.922164,682.9566667,106723.3838,147478.7783,95.88352152,57.23661592
2018-05-18T00:00:00Z,667.62,694.9,656,692.6,723.2895,812.4011359,634.1778641,681.1666667,106541.6631,147149.4432,92.85306231,55.49027154
2018-05-19T00:00:00Z,693.26,717.8,682.31,697,723.597,812.3002624,634.8937376,699.0366667,88828.85641,146089.8741,89.57328008,53.58548378
2018-05-20T00:00:00Z,697,729.88,688.4,716.16,725.866,811.3107776,640.4212224,711.48,86004.7409,144765.3653,86.34930082,52.43258056
2018-05-21T00:00:00Z,716.16,720.46,688,696.7,727.101,810.0740742,644.1279258,701.72,96085.15451,142913.4397,82.93624058,50.53043003
2018-05-22T00:00:00Z,697.1,699.6,637.32,640.99,724.7225,814.4322604,635.0127396,659.3033333,107059.5769,143957.1434,78.67854176,51.64943669
2018-05-23T00:00:00Z,640.86,669,560,577.19,714.632,821.4239785,607.8400215,602.0633333,257084.5811,145340.412,72.93014262,57.1113951
2018-05-24T00:00:00Z,577.19,612.1,550,602.18,705.4415,817.5903436,593.2926564,588.0933333,195854.625,146136.9231,66.52730655,57.58650033
2018-05-25T00:00:00Z,602.08,617.46,568.7,585.55,693.744,804.6627233,582.8252767,590.57,118076.2627,145609.1769,59.50355286,56.74588125
2018-05-26T00:00:00Z,585.56,607.62,578.32,586,683.329,793.6400437,573.0179563,590.6466667,77654.12532,141148.3251,52.15414971,54.1319878
2018-05-27T00:00:00Z,586.03,592,557.43,570.4,674.2245,790.1162672,558.3327328,573.2766667,97097.26713,131791.3353,44.47271361,52.26894134
2018-05-28T00:00:00Z,570.81,576.2,506.11,511.5,662.35,792.9055946,531.7944054,531.27,153197.8328,132695.9172,35.7611944,53.96618502
2018-05-29T00:00:00Z,511.5,573.43,510,567.36,653.1305,783.1724724,523.0885276,550.2633333,189078.4693,136532.1718,27.37320441,54.86750074
2018-05-30T00:00:00Z,567.09,585.83,541.2,557.19,644.864,777.2101743,512.5178257,561.4066667,122132.2701,137537.8203,19.25868905,53.89250067
2018-05-31T00:00:00Z,557.87,586.73,552.98,577.81,639.9065,774.4814597,505.3315403,572.5066667,100101.5228,131695.2189,11.8507737,51.97416727
2018-06-01T00:00:00Z,577.81,590.26,564.93,579,634.651,770.117118,499.184882,578.0633333,83840.15431,127547.1729,5.162502223,49.43662753
2018-06-02T00:00:00Z,579,599.17,572.9,590.85,627.7395,757.2012013,498.2777987,587.64,80258.14719,124758.9607,-0.651787463,47.23028205
2018-06-03T00:00:00Z,590.85,628.81,590.1,619.66,622.348,743.4557298,501.2402702,612.8566667,84123.33235,119791.7812,-5.258785411,46.41882662
2018-06-04T00:00:00Z,619.66,625.47,580.15,591.02,616.6535,732.2837938,501.0232062,598.88,96339.44507,118249.1925,-9.258457022,46.31417646
2018-06-05T00:00:00Z,591.02,614,570.36,609.05,611.7915,719.8675422,503.7154578,597.8033333,89052.44417,116756.6927,-12.43881299,46.05949299
2018-06-06T00:00:00Z,609.29,613.35,593.4,607.4,608.7805,713.778877,503.782123,604.7166667,70152.92117,114928.1696,-14.94400046,43.57287461
2018-06-07T00:00:00Z,606.68,618,598.24,605.16,604.4085,702.1105037,506.7064963,607.1333333,60174.1888,112609.7959,-16.90430254,41.30498179
2018-06-08T00:00:00Z,605.2,608.45,593.33,598.68,599.4925,687.4751078,511.5098922,600.1533333,49228.00755,110629.7535,-18.48948506,38.811174
2018-06-09T00:00:00Z,599.29,608.97,591,592.87,593.328,663.1523899,523.5036101,597.6133333,38908.0653,108274.9197,-19.82471643,36.82630029
2018-06-10T00:00:00Z,592.44,592.87,501.13,524.11,584.6985,642.9963951,526.4006049,539.37,190350.5843,112988.1912,-21.98855788,42.05617645
2018-06-11T00:00:00Z,524.64,535.51,508.66,531.69,579.2335,635.8675294,522.5994706,525.2866667,145813.0782,114925.8662,-24.56792026,40.60796917
2018-06-12T00:00:00Z,531.08,538.88,482,493,575.024,643.0162191,507.0317809,504.6266667,158223.1481,109982.7946,-28.02071966,42.15768639
2018-06-13T00:00:00Z,493,501.97,449.06,475.47,568.6885,648.0427546,489.3342454,475.5,181842.1942,109282.173,-32.32097711,43.18171626
2018-06-14T00:00:00Z,475.47,529,460,519.29,565.3755,647.1335221,483.6174779,502.7633333,206093.0733,113683.0136,-36.34983728,45.64060042
2018-06-15T00:00:00Z,519.3,521,481.62,487.48,560.4495,648.2890131,472.6099869,496.7,160532.5361,117826.9341,-40.58968273,45.04435276
2018-06-16T00:00:00Z,487.47,503.28,483.72,496.74,556.7665,648.7094154,464.8235846,494.58,131095.4517,119526.8433,-44.6801305,42.61727155
2018-06-17T00:00:00Z,496.45,507.6,492.7,497.14,556.0485,649.6043138,462.4926862,499.1466667,117316.9322,117732.7983,-48.5101421,39.9775314
2018-06-18T00:00:00Z,497.15,524.48,487.27,517.95,553.578,648.4093553,458.7466447,509.9,143826.6827,115470.209,-51.65352607,39.71395698
2018-06-19T00:00:00Z,517.77,548.2,510.01,537.97,552.617,647.6717447,457.5622553,532.06,148148.3806,116771.0145,-53.83604485,39.56881822
2018-06-20T00:00:00Z,537.68,542.02,515.08,536.49,550.551,645.1206021,455.9813979,531.1966667,123891.6398,117960.5204,-55.22858985,38.36607363
2018-06-21T00:00:00Z,536.34,544.98,521.11,526.18,547.91,642.1035779,453.7164221,530.7566667,79862.90544,117761.6579,-56.12048326,36.98549519
2018-06-22T00:00:00Z,526.32,526.44,450,462.09,541.472,640.5219092,442.4220908,479.51,212659.5344,124381.7273,-57.69235448,40.74306708
2018-06-23T00:00:00Z,462.4,481,455,473.41,534.1595,630.6001988,437.7188012,469.8033333,94465.26834,124898.8241,-59.46887919,39.33896545
2018-06-24T00:00:00Z,473.4,475.81,419.53,454.41,527.329,626.0182026,428.6397974,449.9166667,198264.1008,129995.0569,-61.65417866,40.95239731
2018-06-25T00:00:00Z,454.29,474.47,444.37,458.7,519.8115,615.3093065,424.3136935,459.18,122942.1165,131689.5405,-63.95211174,39.91883566
2018-06-26T00:00:00Z,459.04,460.81,429,429.34,510.9085,605.2771749,416.5398251,439.7166667,84003.09976,132382.0494,-66.79106688,39.1465656
2018-06-27T00:00:00Z,429.81,445.95,420.19,441.64,502.7325,591.1690019,414.2959981,435.9266667,99156.36437,134331.1582,-69.65667943,37.87165459
2018-06-28T00:00:00Z,441.36,443.96,416.45,420.22,493.8095,577.6129196,410.0060804,426.8766667,112309.5671,137485.2362,-72.83830971,36.88483034
2018-06-29T00:00:00Z,420.48,442,404.48,434.77,485.9045,560.1176593,411.6913407,427.0833333,159495.3094,143514.5984,-75.81595475,36.94532269
2018-06-30T00:00:00Z,434.77,463.15,434.51,454.09,482.4035,555.677407,409.129593,450.5833333,157169.2024,141855.5293,-78.12556744,36.15433958
2018-07-01T00:00:00Z,454.2,457.77,443.73,452.1,478.424,549.1597645,407.6882355,451.2,111226.6285,140126.2068,-79.85200929,34.048212
2018-07-02T00:00:00Z,452.14,481.83,444.16,476.25,477.5865,548.0080596,407.1649404,467.4133333,182585.1102,141344.3049,-80.58402421,34.39314419
2018-07-03T00:00:00Z,476.32,486.98,457,461.82,476.904,547.658176,406.149824,468.6,186954.5548,141599.9229,-80.75705152,33.97284474
2018-07-04T00:00:00Z,461.78,482.7,458.02,467.38,474.3085,542.4116104,406.2053896,469.3666667,101886.202,136389.5794,-80.33852489,33.08781191
2018-07-05T00:00:00Z,467.19,480,458.8,467.87,473.328,541.2086401,405.4473599,468.89,125806.0083,134653.253,-79.41408829,31.95563935
2018-07-06T00:00:00Z,467.79,476,451.29,470.47,472.0145,539.0435195,404.9854805,465.92,100428.648,133119.9128,-78.02204351,31.26557846
2018-07-07T00:00:00Z,470.48,487.99,461.5,485.57,471.436,537.7838935,405.0881065,478.3533333,83629.95382,131435.5639,-75.97885097,30.81076146
2018-07-08T00:00:00Z,485.57,495.98,482.05,486.77,469.877,533.1750009,406.5789991,488.2666667,144703.1363,131479.3865,-73.41850891,29.20306989
2018-07-09T00:00:00Z,486.55,488.98,468.2,471.71,466.564,521.664578,411.463422,476.2966667,89532.14109,128548.5746,-70.74845423,28.40087276
2018-07-10T00:00:00Z,471.73,473.23,427.69,432.48,461.3635,508.0786754,414.6483246,444.4666667,173640.9762,131036.0414,-68.75412474,30.03317059
2018-07-11T00:00:00Z,432.55,452.69,424.2,444.99,457.304,493.7700392,420.8379608,440.6266667,159022.5973,134994.026,-67.00535941,29.88620197
2018-07-12T00:00:00Z,444.99,445.36,416.94,431.14,455.7565,493.8684773,417.6445227,431.1466667,181877.0792,133454.9032,-65.6982857,29.74656368
2018-07-13T00:00:00Z,431.14,442.47,424.62,432.46,453.709,492.2053629,415.2126371,433.1833333,150320.3253,136247.6561,-64.66849177,28.61355762
2018-07-14T00:00:00Z,432.43,440,428.26,433.19,452.648,492.1647643,413.1312357,433.8166667,122253.694,132447.1357,-63.79987027,27.00655213
2018-07-15T00:00:00Z,433.2,455,430.52,449.78,452.202,491.6367403,412.7672597,445.1,140415.2705,133320.7934,-62.6929922,26.76592812
2018-07-16T00:00:00Z,449.79,480.57,444.03,478.49,454.6595,494.2147664,415.1042336,467.6966667,172440.7134,137742.6741,-60.84918923,27.69679211
2018-07-17T00:00:00Z,478.49,512,465.29,498.76,457.5155,500.9558211,414.0751789,492.0166667,215318.0676,143550.7593,-58.09561406,29.50757381
2018-07-18T00:00:00Z,498.89,515.47,468.01,479.41,460.475,501.3370839,419.6129161,487.63,236137.8071,149742.1713,-55.03002703,31.21732869
2018-07-19T00:00:00Z,479.4,484.15,462.57,468.57,462.165,501.3981735,422.9318265,471.7633333,171308.0671,150332.8091,-51.9615033,30.29948786
2018-07-20T00:00:00Z,468.7,471.02,440,449.04,461.9125,501.4143844,422.4106156,453.3533333,160873.3824,150518.0181,-49.29188027,30.36810806
2018-07-21T00:00:00Z,449.04,468.97,441.18,460.23,462.319,501.5751719,423.0628281,456.7933333,74259.64067,148669.6688,-46.73051817,30.12257396
2018-07-22T00:00:00Z,460.23,472.2,454.19,457.47,461.38,500.1538077,422.6061923,461.2866667,60684.89595,142574.658,-44.32620211,28.96899549
2018-07-23T00:00:00Z,457.47,469.82,447.11,450.05,460.7915,499.8767644,421.7062356,455.66,106561.4608,138555.0034,-42.20243863,28.37290068
2018-07-24T00:00:00Z,450.05,484.27,448.47,479.28,461.3865,501.2101745,421.5628255,470.6733333,158286.759,141375.0312,-39.76054489,29.08024347
2018-07-25T00:00:00Z,479.24,485.77,464,472.1,461.598,501.6016846,421.5943154,473.9566667,170475.5494,143608.5083,-37.24130304,28.38402981
2018-07-26T00:00:00Z,472.11,485,460,462.64,461.2065,501.0079619,421.4050381,469.2133333,173976.2192,147285.8868,-34.87165723,28.06174126
2018-07-27T00:00:00Z,462.17,474,455.84,470.09,460.4325,498.8880244,421.9769756,466.6433333,198304.7921,153019.6287,-32.50507226,27.11871828
2018-07-28T00:00:00Z,470.09,472,460.82,469.29,459.5585,496.3379798,422.7790202,467.37,156862.5936,153627.6016,-30.18769664,25.60074511
2018-07-29T00:00:00Z,468.44,472,461.6,466.4,459.293,495.7933781,422.7926219,466.6666667,138747.5633,156088.3727,-27.99310563,24.1530551
2018-07-30T00:00:00Z,466.4,469.79,446.1,456.23,460.4805,494.9003486,426.0606514,457.3733333,179581.7942,156385.4136,-26.1116432,24.10895461
2018-07-31T00:00:00Z,456.19,457.3,427,432.22,459.842,495.82582,423.85818,438.84,214913.5723,159179.9624,-24.95449443,24.69857798
2018-08-01T00:00:00Z,432.2,434.99,406.55,420.41,459.3055,497.2515082,421.3594918,420.65,209570.0844,160564.6126,-24.58104742,25.05490389
2018-08-02T00:00:00Z,420.37,425.52,407.43,410.62,458.2135,500.2259873,416.2010127,414.5233333,178421.1067,161969.6517,-24.97985745,24.39157971
2018-08-03T00:00:00Z,410.62,420.01,396.61,417.52,457.43,501.7983522,413.0616478,411.38,201156.6115,165914.7976,-25.77493293,24.29714355
2018-08-04T00:00:00Z,417.58,419.53,401.86,407.21,455.3015,504.729567,405.873433,409.5333333,179498.5752,167868.9628,-27.03695814,23.66598702
2018-08-05T00:00:00Z,407.21,413.24,400.16,408.79,451.8165,503.9670084,399.6659916,407.3966667,158913.7721,167192.6157,-28.55585303,22.65779778
2018-08-06T00:00:00Z,408.77,413.28,397.08,405.28,447.1425,498.3741421,395.9108579,405.2133333,166496.4247,164751.5336,-30.27611218,22.04276942
2018-08-07T00:00:00Z,405.19,412.76,369.19,378.21,442.0825,499.2171336,384.9478664,386.72,207706.1108,163329.9488,-32.67267568,24.09298186
2018-08-08T00:00:00Z,378.2,380.42,347.25,355.48,436.428,503.4813664,369.3746336,361.05,275047.1079,168516.9008,-36.01624812,24.95745977
2018-08-09T00:00:00Z,355.48,369.9,350.51,363.3,432.141,506.0353085,358.2466915,361.2366667,244268.2057,172686.642,-39.75691863,24.42722551
2018-08-10T00:00:00Z,363.21,365.87,325.95,331.81,425.72,510.2830853,341.1569147,341.21,264274.1338,182187.3666,-44.44523582,25.90272784
2018-08-11T00:00:00Z,331.88,332.98,304.45,317.69,418.731,514.0620789,323.3999211,318.3733333,335634.6724,195934.8554,-50.05319667,26.15294424
2018-08-12T00:00:00Z,317.49,327.13,313.42,317.89,412.123,515.8098239,308.4361761,319.48,135524.7999,197383.0224,-56.15069254,24.96790193
2018-08-13T00:00:00Z,317.96,321.99,280.68,283.81,402.3495,515.3083637,289.3906363,295.4933333,307713.2221,204854.3456,-63.38646063,26.52429222
2018-08-14T00:00:00Z,283.81,283.81,250,278.41,392.665,513.0133287,272.3166713,270.74,485174.3754,220589.2869,-71.39206873,27.21816915
2018-08-15T00:00:00Z,278.47,304.45,276.3,281.12,383.589,508.7424354,258.4355646,287.29,438620.6416,233821.508,-79.61848782,27.30691495
2018-08-16T00:00:00Z,281.46,298.6,277.55,287.17,374.443,499.7092175,249.1767825,287.7733333,235665.2551,235689.5311,-87.54609896,26.71101829
2018-08-17T00:00:00Z,286.84,318,285,317.51,366.854,486.4798173,247.2281827,306.8366667,342556.4607,244974.2245,-94.1071618,27.30996893
2018-08-18T00:00:00Z,317.51,321.33,281.79,294.11,358.2395,472.6508387,243.8281613,299.0766667,384021.3883,257237.9157,-100.0689389,28.47473379
2018-08-19T00:00:00Z,294.1,307.4,288.2,299.42,350.399,458.1745991,242.6234009,298.34,288483.4484,262682.9984,-105.1939266,27.59142581
2018-08-20T00:00:00Z,299.3,304.04,269.5,270.51,342.3135,448.5754112,236.0515888,281.35,219153.7894,262895.0093,-110.3548144,28.25319478
