Date,Adj Close
2016-12-31,7.969099998474121
2017-01-01,8.17257022857666
2017-01-02,8.378510475158691
2017-01-03,9.725250244140625
2017-01-04,11.25160026550293
2017-01-05,10.254400253295898
2017-01-06,10.25469970703125
2017-01-07,9.86719036102295
2017-01-08,10.289799690246582
2017-01-09,10.325599670410156
2017-01-10,10.549599647521973
2017-01-11,9.71776008605957
2017-01-12,9.861330032348633
2017-01-13,9.769499778747559
2017-01-14,9.646659851074219
2017-01-15,9.90425968170166
2017-01-16,9.636500358581543
2017-01-17,10.302300453186035
2017-01-18,10.227800369262695
2017-01-19,10.397199630737305
2017-01-20,10.600600242614746
2017-01-21,10.909199714660645
2017-01-22,10.703200340270996
2017-01-23,10.820799827575684
2017-01-24,10.632499694824219
2017-01-25,10.570500373840332
2017-01-26,10.589099884033203
2017-01-27,10.537300109863281
2017-01-28,10.5649995803833
2017-01-29,10.484000205993652
2017-01-30,10.571200370788574
2017-01-31,10.727499961853027
2017-02-01,10.732099533081055
2017-02-02,10.821399688720703
2017-02-03,11.114500045776367
2017-02-04,11.433500289916992
2017-02-05,11.352999687194824
2017-02-06,11.389399528503418
2017-02-07,11.515299797058105
2017-02-08,11.43120002746582
2017-02-09,11.03219985961914
2017-02-10,11.278900146484375
2017-02-11,11.349499702453613
2017-02-12,11.399200439453125
2017-02-13,11.269499778747559
2017-02-14,13.025199890136719
2017-02-15,12.919699668884277
2017-02-16,12.90369987487793
2017-02-17,12.67650032043457
2017-02-18,12.810199737548828
2017-02-19,12.758500099182129
2017-02-20,12.430100440979004
2017-02-21,12.668399810791016
2017-02-22,12.599699974060059
2017-02-23,13.119400024414062
2017-02-24,13.069199562072754
2017-02-25,13.548700332641602
2017-02-26,14.520000457763672
2017-02-27,15.396499633789062
2017-02-28,15.81719970703125
2017-03-01,17.349700927734375
2017-03-02,19.03019905090332
2017-03-03,19.458999633789062
2017-03-04,18.618900299072266
2017-03-05,19.30229949951172
2017-03-06,19.60569953918457
2017-03-07,18.888599395751953
2017-03-08,16.65130043029785
2017-03-09,17.75469970703125
2017-03-10,19.332300186157227
2017-03-11,21.47249984741211
2017-03-12,23.437700271606445
2017-03-13,28.592899322509766
2017-03-14,28.654600143432617
2017-03-15,35.05590057373047
2017-03-16,46.34579849243164
2017-03-17,46.827999114990234
2017-03-18,34.16019821166992
2017-03-19,44.7401008605957
2017-03-20,43.390201568603516
2017-03-21,43.14509963989258
2017-03-22,42.342098236083984
2017-03-23,43.67839813232422
2017-03-24,53.10749816894531
2017-03-25,51.25
2017-03-26,50.52159881591797
2017-03-27,49.666900634765625
2017-03-28,50.774898529052734
2017-03-29,53.1260986328125
2017-03-30,52.2057991027832
2017-03-31,50.03730010986328
2017-04-01,50.699501037597656
2017-04-02,48.74869918823242
2017-04-03,44.35639953613281
2017-04-04,44.64189910888672
2017-04-05,45.30400085449219
2017-04-06,43.24209976196289
2017-04-07,42.162601470947266
2017-04-08,44.307098388671875
2017-04-09,43.266998291015625
2017-04-10,43.43519973754883
2017-04-11,43.40719985961914
2017-04-12,46.28730010986328
2017-04-13,50.219398498535156
2017-04-14,47.574100494384766
2017-04-15,49.10150146484375
2017-04-16,48.71849822998047
2017-04-17,48.30459976196289
2017-04-18,50.70750045776367
2017-04-19,48.305301666259766
2017-04-20,49.67219924926758
2017-04-21,48.22439956665039
2017-04-22,48.553001403808594
2017-04-23,48.48929977416992
2017-04-24,50.03150177001953
2017-04-25,49.89120101928711
2017-04-26,52.720298767089844
2017-04-27,62.167701721191406
2017-04-28,70.1592025756836
2017-04-29,68.37689971923828
2017-04-30,79.02120208740234
2017-05-01,76.2969970703125
2017-05-02,77.26380157470703
2017-05-03,79.71820068359375
2017-05-04,96.98139953613281
2017-05-05,94.39849853515625
2017-05-06,97.8134994506836
2017-05-07,94.0073013305664
2017-05-08,91.42040252685547
2017-05-09,91.16290283203125
2017-05-10,89.52490234375
2017-05-11,89.87969970703125
2017-05-12,88.65540313720703
2017-05-13,90.83540344238281
2017-05-14,90.7864990234375
2017-05-15,92.41490173339844
2017-05-16,89.43800354003906
2017-05-17,89.86039733886719
2017-05-18,96.90630340576172
2017-05-19,129.52699279785156
2017-05-20,126.52100372314453
2017-05-21,157.93699645996094
2017-05-22,174.26100158691406
2017-05-23,181.95199584960938
2017-05-24,190.04600524902344
2017-05-25,174.4459991455078
2017-05-26,160.4029998779297
2017-05-27,157.75799560546875
2017-05-28,170.51100158691406
2017-05-29,194.90899658203125
2017-05-30,231.91099548339844
2017-05-31,230.66900634765625
2017-06-01,222.23899841308594
2017-06-02,223.77499389648438
2017-06-03,224.37600708007812
2017-06-04,245.33200073242188
2017-06-05,248.46400451660156
2017-06-06,264.46600341796875
2017-06-07,258.0710144042969
2017-06-08,261.6659851074219
2017-06-09,281.73699951171875
2017-06-10,337.6679992675781
2017-06-11,340.6090087890625
2017-06-12,401.489990234375
2017-06-13,397.5369873046875
2017-06-14,359.0530090332031
2017-06-15,361.9330139160156
2017-06-16,370.22698974609375
2017-06-17,379.41400146484375
2017-06-18,371.4580078125
2017-06-19,370.0559997558594
2017-06-20,359.0050048828125
2017-06-21,336.87200927734375
2017-06-22,336.3710021972656
2017-06-23,341.739013671875
